,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
26,CHEMBL385973,COc1cc(Nc2nc(N3C[C@H](N)C[C@H](N)C3)nc(N3C[C@H](N)C[C@H](N)C3)n2)ccc1NC(=O)c1ccc(Cl)cc1O,IC50,'=',8000.0,nM,5.1,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.096910013008056,COc1cc(Nc2nc(N3C[C@H](N)C[C@H](N)C3)nc(N3C[C@H](N)C[C@H](N)C3)n2)ccc1NC(=O)c1ccc(Cl)cc1O
905,CHEMBL568202,CC(C)c1nc2nc(N)nc(N)c2nc1C(C)C,IC50,'=',8100.0,nM,5.09,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.0915149811213505,CC(C)c1nc2nc(N)nc(N)c2nc1C(C)C
1544,CHEMBL4089761,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](NCc3cn(CCN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,IC50,'=',8140.0,nM,5.09,,F,Inhibition of protein translation in Escherichia coli S30 cell extract using circular DNA with pBESTluc after 60 mins,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.089375595110798,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](NCc3cn(CCN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
964,CHEMBL2064318,N#Cc1cnc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,IC50,'=',8200.0,nM,5.09,,F,Antagonist activity at Escherichia coli UTI89 FimH assessed as inhibition of aggregation with guinea pig erythrocytes after 1400 secs by aggregometry,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.086186147616283,N#Cc1cnc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1
551,CHEMBL1683511,CN(C(=O)C[C@@H](N)CCCN/C(N)=N\O)C1CNC(NC(N)=O)=NC1=O,IC50,'=',8200.0,nM,5.09,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.086186147616283,CN(C(=O)C[C@@H](N)CCCN/C(N)=N\O)C1CNC(NC(N)=O)=NC1=O
32,CHEMBL4228520,Nc1ncc(-c2ccc(Br)cc2)n1CCCCCCn1c(-c2ccc(Br)cc2)cnc1N,IC50,'=',8200.0,nM,5.09,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.086186147616283,Nc1ncc(-c2ccc(Br)cc2)n1CCCCCCn1c(-c2ccc(Br)cc2)cnc1N
816,CHEMBL3596802,O=C(Cc1cccc(Cl)c1)NCC1=Cc2cc(Br)ccc2OC1(O)C(F)(F)F,IC50,'=',8200.0,nM,5.09,,F,Inhibition of bio-film formation of Escherichia coli MTCC 739 incubated for 24 hrs at 37 degC under static conditions by crystal violet staining method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.086186147616283,O=C(Cc1cccc(Cl)c1)NCC1=Cc2cc(Br)ccc2OC1(O)C(F)(F)F
353,CHEMBL4226912,Brc1ccc(-c2cnc(NCCCCCCNc3ncc(-c4ccc(Br)cc4)[nH]3)[nH]2)cc1,IC50,'=',8300.0,nM,5.08,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.080921907623926,Brc1ccc(-c2cnc(NCCCCCCNc3ncc(-c4ccc(Br)cc4)[nH]3)[nH]2)cc1
846,CHEMBL2064304,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O,IC50,'=',8300.0,nM,5.08,,F,Antagonist activity at Escherichia coli UTI89 FimH assessed as inhibition of aggregation with guinea pig erythrocytes after 1400 secs by aggregometry,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.080921907623926,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O
769,CHEMBL251535,NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1,IC50,'=',8300.0,nM,5.08,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.080921907623926,NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1
204,CHEMBL611024,C[C@H]1[C@@H](Oc2cccc(N[C@@H]3[C@H](C)O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]3[C@@]46OO5)c2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',8570.0,nM,5.07,,F,Antibacterial activity against Escherichia coli ATCC 35218 by modified CLSI/NCCLS method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.0670191780768015,C[C@H]1[C@@H](Oc2cccc(N[C@@H]3[C@H](C)O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]3[C@@]46OO5)c2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
133,CHEMBL1683408,CN(C)C(=O)NC1=NC(=O)C(N(C)C(=O)C[C@@H](N)CCCNC(=N)N)CN1,IC50,'=',8800.0,nM,5.06,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.055517327849831,CN(C)C(=O)NC1=NC(=O)C(N(C)C(=O)C[C@@H](N)CCCNC(=N)N)CN1
1444,CHEMBL1649773,Nc1ncc(-c2ccc(Br)cc2)[nH]1,IC50,'=',8800.0,nM,5.06,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.055517327849831,Nc1ncc(-c2ccc(Br)cc2)[nH]1
65,CHEMBL219501,CC(=O)NC[C@H]1CN(c2ccc3c(c2F)CCCCC3=O)C(=O)O1,IC50,'=',8900.0,nM,5.05,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.050609993355087,CC(=O)NC[C@H]1CN(c2ccc3c(c2F)CCCCC3=O)C(=O)O1
9,CHEMBL11504,O=C(OCCOCn1cc(F)c(=O)[nH]c1=O)c1ccccc1,IC50,'=',9000.0,nM,5.05,,F,In vitro inhibition of Escherichia coli K-12 growth.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.045757490560675,O=C(OCCOCn1cc(F)c(=O)[nH]c1=O)c1ccccc1
298,CHEMBL365674,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NC(=O)c4ccc(-c5ccccc5)cc4)c3)o2)C(=O)N2CCNCC2)cc1,IC50,'=',9000.0,nM,5.05,,F,In vitro dissociation constant of compound required for inhibition of Escherichia coli translation was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.045757490560675,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NC(=O)c4ccc(-c5ccccc5)cc4)c3)o2)C(=O)N2CCNCC2)cc1
390,CHEMBL3586142,NCCCN(CCCCN(Cc1ccccc1)Cc1ccccc1)C(=O)CCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,IC50,'=',9000.0,nM,5.05,,F,Antibacterial activity against Escherichia coli BL21(DE3) expressing delta-tolC gene assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.045757490560675,NCCCN(CCCCN(Cc1ccccc1)Cc1ccccc1)C(=O)CCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
915,CHEMBL385788,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccon3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',9000.0,nM,5.05,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.045757490560675,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccon3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
12,CHEMBL373447,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(-c4ccccc4)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',9000.0,nM,5.05,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.045757490560675,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(-c4ccccc4)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
1200,CHEMBL218173,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(C(=O)CC(=O)Nc4ccc(F)c(F)c4)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',9000.0,nM,5.05,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.045757490560675,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(C(=O)CC(=O)Nc4ccc(F)c(F)c4)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
377,CHEMBL1192776,CN(C(=O)C[C@@H](N)CCCN)C1CN=C(NC(N)=O)NC1=O,IC50,'=',9000.0,nM,5.05,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.045757490560675,CN(C(=O)C[C@@H](N)CCCN)C1CN=C(NC(N)=O)NC1=O
1010,CHEMBL475078,Cc1ccsc1-c1ccc(O)c(O)c1,IC50,'=',9000.0,nM,5.05,,F,Antibacterial activity against Escherichia coli D22,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.045757490560675,Cc1ccsc1-c1ccc(O)c(O)c1
193,CHEMBL218704,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(C(=O)N4CCc5cc(Br)ccc54)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',9000.0,nM,5.05,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.045757490560675,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(C(=O)N4CCc5cc(Br)ccc54)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
1370,CHEMBL536781,Cl.N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4cc(Cl)ccc4O)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',9000.0,nM,5.05,,F,Inhibition of transcription-translation activity in Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.045757490560675,Cl.N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4cc(Cl)ccc4O)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
303,CHEMBL1911801,CC(C)(C)OC(=O)N(Cc1ccccc1)CC(OS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,IC50,'=',9020.0,nM,5.04,,F,Antibacterial activity against Escherichia coli ATCC 9637 by broth microdilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.044793462458058,CC(C)(C)OC(=O)N(Cc1ccccc1)CC(OS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1
1015,CHEMBL30033,C[C@H]1c2cccc(O)c2C(=O)C2C1[C@H](O)C1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C2O,IC50,'=',9200.0,nM,5.04,,F,Inhibitory activity against tetracycline uptake in everted membrane vesicles derived from Tc-resistant Escherichia coli bearing class B tetracycline resistance efflux protein (Tet),Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.036212172654444,C[C@H]1c2cccc(O)c2C(=O)C2C1[C@H](O)C1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C2O
892,CHEMBL280633,C=C1c2cccc(O)c2C(=O)C2C1CC1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C2O,IC50,'=',9200.0,nM,5.04,,F,Inhibitory activity against tetracycline uptake in everted membrane vesicles derived from Tc-resistant Escherichia coli bearing class B tetracycline resistance efflux protein (Tet),Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.036212172654444,C=C1c2cccc(O)c2C(=O)C2C1CC1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C2O
1266,CHEMBL26271,CN(C)[C@@H]1C(=O)C(C#N)=C(O)[C@@]2(O)C(O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3CC12,IC50,'=',9200.0,nM,5.04,,F,Inhibitory activity against tetracycline uptake in everted membrane vesicles derived from Tc-resistant Escherichia coli bearing class B tetracycline resistance efflux protein (Tet),Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.036212172654444,CN(C)[C@@H]1C(=O)C(C#N)=C(O)[C@@]2(O)C(O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3CC12
1217,CHEMBL387028,CC(=O)NC[C@H]1CN(c2cc(F)c3c(c2)CCCC=C3)C(=O)O1,IC50,'=',9300.0,nM,5.03,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.031517051446065,CC(=O)NC[C@H]1CN(c2cc(F)c3c(c2)CCCC=C3)C(=O)O1
1718,CHEMBL5185676,O=C1O[C@@H](CO)CN1c1ccc(-c2ccccc2OC(F)(F)F)c(F)c1,IC50,'=',9300.0,nM,5.03,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.031517051446065,O=C1O[C@@H](CO)CN1c1ccc(-c2ccccc2OC(F)(F)F)c(F)c1
1427,CHEMBL4224972,Clc1ccc(-c2cnc(NCCCCNc3ncc(-c4ccc(Cl)cc4)[nH]3)[nH]2)cc1,IC50,'=',9300.0,nM,5.03,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.031517051446065,Clc1ccc(-c2cnc(NCCCCNc3ncc(-c4ccc(Cl)cc4)[nH]3)[nH]2)cc1
720,CHEMBL544539,Br.Br.CN(C(=O)C[C@@H](N)CCCNC1=NCCN1)C1CN=C(NC(N)=O)NC1=O,IC50,'=',9400.0,nM,5.03,,F,In vitro inhibition of procaryotic translation using Escherichia coli S30 Extract system for Circular DNA.,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.026872146400302,Br.Br.CN(C(=O)C[C@@H](N)CCCNC1=NCCN1)C1CN=C(NC(N)=O)NC1=O
118,CHEMBL373416,CC(=O)NC[C@H]1CN(c2cc(F)c3c(c2)CCCCC3=O)C(=O)O1,IC50,'=',9400.0,nM,5.03,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.026872146400302,CC(=O)NC[C@H]1CN(c2cc(F)c3c(c2)CCCCC3=O)C(=O)O1
468,CHEMBL222299,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,IC50,'=',9600.0,nM,5.02,,F,Growth inhibition of Escherichia coli D31,Escherichia coli,,Escherichia coli,Escherichia coli,Antimicrob Agents Chemother,5.017728766960431,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
1313,CHEMBL4171081,NCCCC[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](CCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O)[C@@H](O)CN)[C@@H](O)CN,IC50,'=',9600.0,nM,5.02,,F,Inhibition of bacterial protein synthesis in cell-free Escherichia coli incubated for 1 hr and measured for every 20 mins by bacterial cell-free transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.017728766960431,NCCCC[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](CCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O)[C@@H](O)CN)[C@@H](O)CN
1236,CHEMBL364597,O=C(NO)c1cc(CSc2cccc(Cl)c2)on1,IC50,'=',9800.0,nM,5.01,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.008773924307505,O=C(NO)c1cc(CSc2cccc(Cl)c2)on1
128,CHEMBL279571,CCCCCCCCCCCCO[C@H](COP(=O)(O)OC1OC(C(N)=O)C(O)C(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)C1OC1OC(CO)C(O)C(O)C1NC(=O)c1cccc(C(F)(F)F)c1)C(=O)O,IC50,'=',9800.0,nM,5.01,,F,Compound was evaluated for inhibition of peptidoglycan synthesis in Escherichia coli using UDP-[14C]-GlcNAc radioligand,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.008773924307505,CCCCCCCCCCCCO[C@H](COP(=O)(O)OC1OC(C(N)=O)C(O)C(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)C1OC1OC(CO)C(O)C(O)C1NC(=O)c1cccc(C(F)(F)F)c1)C(=O)O
1403,CHEMBL5291484,CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CSSC[C@@H](NC(=O)CNC1=O)C(=O)N[C@@H](CO)C(=O)N4)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC3=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)N2,IC50,'>',10000.0,nM,,,F,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth at 6 to 12 hrs by dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,5.0,CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CSSC[C@@H](NC(=O)CNC1=O)C(=O)N[C@@H](CO)C(=O)N4)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC3=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)N2
1149,CHEMBL396255,NC[C@@H]1C[C@H](N)CN1c1nc(Nc2ccc(NC(=O)c3ccc4ccccc4c3O)cc2)nc(N2C[C@H](N)C[C@H](N)C2)n1,IC50,'=',10000.0,nM,5.0,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.0,NC[C@@H]1C[C@H](N)CN1c1nc(Nc2ccc(NC(=O)c3ccc4ccccc4c3O)cc2)nc(N2C[C@H](N)C[C@H](N)C2)n1
1889,CHEMBL5179818,Cl.Cl.NCc1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1O,IC50,'=',10000.0,nM,5.0,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.0,Cl.Cl.NCc1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1O
1649,CHEMBL5180592,C[n+]1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1.[Cl-],IC50,'=',10000.0,nM,5.0,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.0,C[n+]1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1.[Cl-]
1043,CHEMBL151287,NC[C@H]1O[C@@H](OC[C@@H]2C[C@@H](O)[C@H](n3ccc(=O)[nH]c3=O)O2)[C@H](O)[C@@H]1O,IC50,'=',10000.0,nM,5.0,,F,Antibacterial activity against Escherichia coli expressing MraY,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,5.0,NC[C@H]1O[C@@H](OC[C@@H]2C[C@@H](O)[C@H](n3ccc(=O)[nH]c3=O)O2)[C@H](O)[C@@H]1O
1273,CHEMBL5283188,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)[C@H]4CSSC[C@H](NC(=O)[C@@H]5CCCN5C(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]5CCCN5C1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N4)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC3=O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N2,IC50,'>',10000.0,nM,,,F,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth at 6 to 12 hrs by dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,5.0,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)[C@H]4CSSC[C@H](NC(=O)[C@@H]5CCCN5C(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]5CCCN5C1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N4)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC3=O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N2
